".smooth",".type",".by",".estimate",".se","woy","elev_band","year","year_round"
"te(woy,elev_band,year)","Tensor product",NA,-0.434165387501712,0.92541695883026,1,703.030303030303,2005,2005
"te(woy,elev_band,year)","Tensor product",NA,-1.28418391059142,0.819480285389297,1,703.030303030303,2010,2010
"te(woy,elev_band,year)","Tensor product",NA,-1.50202480924181,0.61611197742278,1,703.030303030303,2015,2015
"te(woy,elev_band,year)","Tensor product",NA,-1.55238404558185,0.456677572448821,1,703.030303030303,2020,2020
"te(woy,elev_band,year)","Tensor product",NA,-3.51589851583469,0.74062314624896,1,703.030303030303,2025,2025
"te(woy,elev_band,year)","Tensor product",NA,1.01952125222139,1.39649912887005,1,727.272727272727,2000,2000
"te(woy,elev_band,year)","Tensor product",NA,-0.529124574277086,0.940827190461091,1,727.272727272727,2005,2005
"te(woy,elev_band,year)","Tensor product",NA,-1.31888471337907,0.822471753038377,1,727.272727272727,2010,2010
"te(woy,elev_band,year)","Tensor product",NA,-1.35966091785992,0.61523697288593,1,727.272727272727,2015,2015
"te(woy,elev_band,year)","Tensor product",NA,-1.75977302846785,0.477013491244424,1,727.272727272727,2020,2020
"te(woy,elev_band,year)","Tensor product",NA,-3.59819953671209,0.767724685891772,1,727.272727272727,2025,2025
"te(woy,elev_band,year)","Tensor product",NA,0.806186143219838,1.44171774680767,1,751.515151515152,2000,2000
"te(woy,elev_band,year)","Tensor product",NA,-0.624994651608304,0.960978696897719,1,751.515151515152,2005,2005
"te(woy,elev_band,year)","Tensor product",NA,-1.32271300208936,0.827006373687507,1,751.515151515152,2010,2010
"te(woy,elev_band,year)","Tensor product",NA,-1.20879767575633,0.617994604524887,1,751.515151515152,2015,2015
"te(woy,elev_band,year)","Tensor product",NA,-1.9834706435353,0.502772486355901,1,751.515151515152,2020,2020
"te(woy,elev_band,year)","Tensor product",NA,-3.6341314567704,0.79707333919711,1,751.515151515152,2025,2025
"te(woy,elev_band,year)","Tensor product",NA,0.547832746234095,1.49517226267628,1,775.757575757576,2000,2000
"te(woy,elev_band,year)","Tensor product",NA,-0.716907217176869,0.985630943441276,1,775.757575757576,2005,2005
"te(woy,elev_band,year)","Tensor product",NA,-1.29610016750287,0.834199283236284,1,775.757575757576,2010,2010
"te(woy,elev_band,year)","Tensor product",NA,-1.07084435753021,0.625434297931293,1,775.757575757576,2015,2015
"te(woy,elev_band,year)","Tensor product",NA,-2.21147081288466,0.531727823449556,1,775.757575757576,2020,2020
"te(woy,elev_band,year)","Tensor product",NA,-3.6321101371876,0.82704497142251,1,775.757575757576,2025,2025
"te(woy,elev_band,year)","Tensor product",NA,0.25966242694659,1.54930457095233,1,800,2000,2000
"te(woy,elev_band,year)","Tensor product",NA,-0.799993868664293,1.00992318644368,1,800,2005,2005
"te(woy,elev_band,year)","Tensor product",NA,-1.2394776004,0.840914909220388,1,800,2010,2010
"te(woy,elev_band,year)","Tensor product",NA,-0.96721023778054,0.63478054827205,1,800,2015,2015
"te(woy,elev_band,year)","Tensor product",NA,-2.43176745861632,0.559351766732162,1,800,2020,2020
"te(woy,elev_band,year)","Tensor product",NA,-3.60055143914127,0.852932433957529,1,800,2025,2025
"te(woy,elev_band,year)","Tensor product",NA,-0.043115759893957,1.59571242217953,1,824.242424242424,2000,2000
"te(woy,elev_band,year)","Tensor product",NA,-0.869939919407122,1.02757078558145,1,824.242424242424,2005,2005
