"acoustic_positive_cell_months","acoustic_only_cell_months","proportion_acoustic_only","unique_acoustic_cells","unique_acoustic_only_cells","acoustic_only_without_ebird_sampling","acoustic_only_with_ebird_sampling"
23,6,0.260869565217391,7,4,0,6
